,breed,type.x,contact_state
19446,Terrier,Dog,VA
19447,Miniature Pinscher,Dog,VA
19448,Miniature Pinscher,Dog,VA
19449,Labrador Retriever,Dog,MD
19450,Labrador Retriever,Dog,MD
19451,Beagle,Dog,MD
19452,Beagle,Dog,MD
19453,Labrador Retriever,Dog,MD
19454,Akita,Dog,MD
19455,Pit Bull Terrier,Dog,VA
19456,Husky,Dog,MD
19457,Mixed Breed,Dog,DE
19458,Bull Terrier,Dog,MD
19459,Jack Russell Terrier,Dog,MD
19460,Treeing Walker Coonhound,Dog,MD
19461,Staffordshire Bull Terrier,Dog,MD
19462,Hound,Dog,VA
19463,Chinese Crested Dog,Dog,MD
19464,Mixed Breed,Dog,VA
19465,Chihuahua,Dog,PA
19466,Rat Terrier,Dog,PA
19467,American Staffordshire Terrier,Dog,PA
19468,Chihuahua,Dog,VA
19469,German Shepherd Dog,Dog,PA
19470,Chihuahua,Dog,PA
19471,American Staffordshire Terrier,Dog,PA
19472,Chihuahua,Dog,PA
19473,Bichon Frise,Dog,VA
19474,Hound,Dog,DC
19475,Black Labrador Retriever,Dog,DC
19476,German Shepherd Dog,Dog,VA
19477,Labrador Retriever,Dog,VA
19478,Boxer,Dog,VA
19479,Vizsla,Dog,DC
19480,Australian Shepherd,Dog,VA
19481,Labrador Retriever,Dog,VA
19482,Chihuahua,Dog,VA
19483,Bull Terrier,Dog,MD
19484,Labrador Retriever,Dog,VA
19485,Beagle,Dog,PA
19486,Pit Bull Terrier,Dog,WV
19487,Coonhound,Dog,VA
19488,Beagle,Dog,MD
19489,Labrador Retriever,Dog,PA
19490,Husky,Dog,MD
19491,German Shepherd Dog,Dog,MD
19492,American Staffordshire Terrier,Dog,MD
19493,American Staffordshire Terrier,Dog,MD
19494,Chihuahua,Dog,PA
19495,Coonhound,Dog,PA
19496,Whippet,Dog,VA
19497,Pointer,Dog,VA
19498,Pit Bull Terrier,Dog,MD
19499,Labrador Retriever,Dog,MD
19500,Pit Bull Terrier,Dog,MD
19501,Collie,Dog,VA
19502,Shepherd,Dog,VA
19503,Chihuahua,Dog,MD
19504,Chihuahua,Dog,MD
19505,Basset Hound,Dog,NJ
19506,German Shorthaired Pointer,Dog,MD
19507,Mixed Breed,Dog,MD
19508,Pit Bull Terrier,Dog,VA
19509,Beagle,Dog,MD
19510,Yorkshire Terrier,Dog,MD
19511,Beagle,Dog,MD
19512,Pit Bull Terrier,Dog,VA
19513,Pit Bull Terrier,Dog,MD
19514,Terrier,Dog,VA
19515,Labrador Retriever,Dog,VA
19516,Hound,Dog,VA
19517,Akita,Dog,MD
19518,Alaskan Malamute,Dog,PA
19519,Rottweiler,Dog,MD
19520,Spitz,Dog,PA
19521,American Staffordshire Terrier,Dog,VA
19522,Pit Bull Terrier,Dog,VA
19523,Hound,Dog,VA
19524,Shepherd,Dog,VA
19525,Pit Bull Terrier,Dog,VA
19526,Presa Canario,Dog,VA
19527,Yorkshire Terrier,Dog,VA
19528,German Shepherd Dog,Dog,MD
19529,Border Collie,Dog,VA
19530,Beagle,Dog,DC
19531,Cocker Spaniel,Dog,PA
19532,Pit Bull Terrier,Dog,VA
19533,Pit Bull Terrier,Dog,VA
19534,Labrador Retriever,Dog,VA
19535,Shepherd,Dog,VA
19536,Feist,Dog,PA
19537,Feist,Dog,PA
19538,Pit Bull Terrier,Dog,VA
19539,Chihuahua,Dog,VA
19540,Yorkshire Terrier,Dog,VA
19541,Great Pyrenees,Dog,PA
19542,Shih Tzu,Dog,VA
19543,Collie,Dog,MD
19544,Belgian Shepherd / Malinois,Dog,VA
19545,Labrador Retriever,Dog,VA
19546,Hound,Dog,VA
19547,Labrador Retriever,Dog,DC
19548,Chihuahua,Dog,VA
19549,Shar-Pei,Dog,MD
19550,American Staffordshire Terrier,Dog,DC
19551,Rottweiler,Dog,WV
19552,Chihuahua,Dog,PA
19553,Boxer,Dog,MD
19554,Boxer,Dog,PA
19555,Mixed Breed,Dog,VA
19556,Labrador Retriever,Dog,VA
19557,German Shepherd Dog,Dog,VA
19558,Retriever,Dog,DC
19559,American Staffordshire Terrier,Dog,VA
19560,Norfolk Terrier,Dog,MD
19561,Bluetick Coonhound,Dog,DC
19562,Pit Bull Terrier,Dog,VA
19563,Pit Bull Terrier,Dog,VA
19564,American Staffordshire Terrier,Dog,VA
19565,Parson Russell Terrier,Dog,PA
19566,Fox Terrier,Dog,MD
19567,Pit Bull Terrier,Dog,PA
19568,Bloodhound,Dog,MD
19569,Boxer,Dog,MD
19570,Australian Shepherd,Dog,VA
19571,American Staffordshire Terrier,Dog,WV
19572,Chihuahua,Dog,MD
19573,Labrador Retriever,Dog,DC
19574,Terrier,Dog,DE
19575,Shepherd,Dog,VA
19576,Terrier,Dog,VA
19577,Hound,Dog,VA
19578,Boxer,Dog,MD
19579,Boxer,Dog,VA
19580,Coonhound,Dog,VA
19581,Labrador Retriever,Dog,VA
19582,Dachshund,Dog,WV
19583,Shepherd,Dog,MD
19584,Mixed Breed,Dog,VA
19585,Hound,Dog,VA
19586,Chihuahua,Dog,PA
19587,Shih Tzu,Dog,VA
19588,Mixed Breed,Dog,VA
19589,Beagle,Dog,MD
19590,Hound,Dog,VA
19591,Plott Hound,Dog,DC
19592,American Staffordshire Terrier,Dog,VA
19593,Shih Tzu,Dog,PA
19594,Labrador Retriever,Dog,VA
19595,Cattle Dog,Dog,MD
19596,Boxer,Dog,MD
19597,Hound,Dog,VA
19598,Hound,Dog,VA
19599,Mixed Breed,Dog,VA
19600,Boxer,Dog,MD
19601,Pit Bull Terrier,Dog,VA
19602,Boxer,Dog,MD
19603,Pit Bull Terrier,Dog,VA
19604,American Staffordshire Terrier,Dog,MD
19605,Pit Bull Terrier,Dog,VA
19606,Beagle,Dog,VA
19607,Coonhound,Dog,VA
19608,Mixed Breed,Dog,VA
19609,Pit Bull Terrier,Dog,VA
19610,Pit Bull Terrier,Dog,VA
19611,German Shepherd Dog,Dog,VA
19612,Beagle,Dog,MD
19613,Cane Corso,Dog,VA
19614,Pit Bull Terrier,Dog,MD
19615,Pit Bull Terrier,Dog,MD
19616,Labrador Retriever,Dog,DC
19617,American Staffordshire Terrier,Dog,VA
19618,Labrador Retriever,Dog,DC
19619,Shiba Inu,Dog,VA
19620,Beagle,Dog,MD
19621,Border Collie,Dog,VA
19622,American Bulldog,Dog,VA
19623,Jack Russell Terrier,Dog,PA
19624,Pit Bull Terrier,Dog,MD
19625,Foxhound,Dog,PA
19626,American Staffordshire Terrier,Dog,VA
19627,Pit Bull Terrier,Dog,VA
19628,Pit Bull Terrier,Dog,VA
19629,Yellow Labrador Retriever,Dog,PA
19630,Pit Bull Terrier,Dog,MD
19631,German Shepherd Dog,Dog,PA
19632,Hound,Dog,VA
19633,Hound,Dog,VA
19634,Affenpinscher,Dog,VA
19635,Boston Terrier,Dog,MD
19636,Pit Bull Terrier,Dog,PA
19637,Parson Russell Terrier,Dog,VA
19638,Pit Bull Terrier,Dog,MD
19639,Labrador Retriever,Dog,VA
19640,Boxer,Dog,MD
19641,Terrier,Dog,VA
19642,Shepherd,Dog,VA
19643,American Bulldog,Dog,VA
19644,Pit Bull Terrier,Dog,VA
19645,American Staffordshire Terrier,Dog,VA
19646,Shepherd,Dog,DE
19647,Chihuahua,Dog,DE
19648,Terrier,Dog,DE
19649,American Bulldog,Dog,DC
19650,Labrador Retriever,Dog,DC
19651,Labrador Retriever,Dog,DC
19652,Mixed Breed,Dog,MD
19653,Pomeranian,Dog,PA
19654,Labrador Retriever,Dog,MD
19655,Labrador Retriever,Dog,VA
19656,Pit Bull Terrier,Dog,MD
19657,Chihuahua,Dog,PA
19658,Pug,Dog,PA
19659,Irish Wolfhound,Dog,PA
19660,Chihuahua,Dog,PA
19661,Chihuahua,Dog,PA
19662,Chihuahua,Dog,PA
19663,Chihuahua,Dog,PA
19664,Pomeranian,Dog,PA
19665,Chihuahua,Dog,PA
19666,Pit Bull Terrier,Dog,PA
19667,Chihuahua,Dog,PA
19668,Pekingese,Dog,PA
19669,Pomeranian,Dog,PA
19670,Pomeranian,Dog,PA
19671,Pomeranian,Dog,PA
19672,Pug,Dog,PA
19673,Dachshund,Dog,PA
19674,Pug,Dog,PA
19675,Chihuahua,Dog,PA
19676,Cattle Dog,Dog,PA
19677,Rhodesian Ridgeback,Dog,PA
19678,Pit Bull Terrier,Dog,PA
19679,Chihuahua,Dog,PA
19680,Pit Bull Terrier,Dog,MD
19681,Pit Bull Terrier,Dog,MD
19682,American Bulldog,Dog,MD
19683,Pekingese,Dog,MD
19684,Pit Bull Terrier,Dog,MD
19685,Jack Russell Terrier,Dog,MD
19686,Husky,Dog,VA
19687,Border Collie,Dog,MD
19688,German Shepherd Dog,Dog,MD
19689,German Shepherd Dog,Dog,MD
19690,German Shepherd Dog,Dog,MD
19691,Terrier,Dog,MD
19692,Terrier,Dog,MD
19693,Pit Bull Terrier,Dog,MD
19694,Hound,Dog,VA
19695,Pit Bull Terrier,Dog,VA
19696,Basset Hound,Dog,NJ
19697,Basset Hound,Dog,NJ
19698,Hound,Dog,MD
19699,Hound,Dog,WV
19700,Black Labrador Retriever,Dog,PA
19701,Alaskan Malamute,Dog,MD
19702,Redbone Coonhound,Dog,PA
19703,Chihuahua,Dog,WV
19704,Mixed Breed,Dog,VA
19705,Pit Bull Terrier,Dog,MD
19706,German Shepherd Dog,Dog,PA
19707,Beagle,Dog,VA
19708,Pit Bull Terrier,Dog,VA
19709,American Staffordshire Terrier,Dog,PA
19710,Mixed Breed,Dog,VA
19711,Pit Bull Terrier,Dog,VA
19712,American Staffordshire Terrier,Dog,VA
19713,Labrador Retriever,Dog,MD
19714,Border Collie,Dog,PA
19715,Labrador Retriever,Dog,VA
19716,American Staffordshire Terrier,Dog,PA
19717,Belgian Shepherd / Tervuren,Dog,PA
19718,Black and Tan Coonhound,Dog,VA
19719,American Bulldog,Dog,PA
19720,Boston Terrier,Dog,PA
19721,American Bulldog,Dog,PA
19722,American Staffordshire Terrier,Dog,VA
19723,Hound,Dog,VA
19724,Labrador Retriever,Dog,VA
19725,Hound,Dog,VA
19726,Hound,Dog,VA
19727,Terrier,Dog,VA
19728,Terrier,Dog,VA
19729,Pug,Dog,PA
19730,Pit Bull Terrier,Dog,MD
19731,Greyhound,Dog,MD
19732,American Staffordshire Terrier,Dog,VA
19733,American Bulldog,Dog,MD
19734,Pit Bull Terrier,Dog,VA
19735,Labrador Retriever,Dog,VA
19736,Doberman Pinscher,Dog,PA
19737,Doberman Pinscher,Dog,PA
19738,Hound,Dog,VA
19739,Boxer,Dog,MD
19740,Hound,Dog,VA
19741,Chihuahua,Dog,NJ
19742,Maltese,Dog,VA
19743,Dutch Shepherd,Dog,MD
19744,Cattle Dog,Dog,MD
19745,Boxer,Dog,MD
19746,Mixed Breed,Dog,MD
19747,Alaskan Malamute,Dog,17325
19748,Poodle,Dog,PA
19749,American Staffordshire Terrier,Dog,MD
19750,Pit Bull Terrier,Dog,VA
19751,Hound,Dog,WV
19752,Labrador Retriever,Dog,MD
19753,Hound,Dog,VA
19754,Shih Tzu,Dog,PA
19755,German Shepherd Dog,Dog,MD
19756,Chihuahua,Dog,VA
19757,Pit Bull Terrier,Dog,PA
19758,Terrier,Dog,WV
19759,Hound,Dog,VA
19760,Chihuahua,Dog,PA
19761,Pomeranian,Dog,PA
19762,Pomeranian,Dog,PA
19763,Beagle,Dog,PA
19764,Chihuahua,Dog,MD
19765,Beagle,Dog,MD
19766,Border Collie,Dog,VA
19767,Pit Bull Terrier,Dog,VA
19768,Shih Tzu,Dog,PA
19769,Rottweiler,Dog,MD
19770,Beagle,Dog,MD
19771,American Staffordshire Terrier,Dog,VA
19772,German Shepherd Dog,Dog,PA
19773,Shepherd,Dog,VA
19774,Beagle,Dog,VA
19775,Pit Bull Terrier,Dog,MD
19776,Pug,Dog,MD
19777,Mixed Breed,Dog,WV
19778,Pit Bull Terrier,Dog,VA
19779,Pit Bull Terrier,Dog,MD
19780,Labrador Retriever,Dog,MD
19781,Wirehaired Pointing Griffon,Dog,MD
19782,Terrier,Dog,VA
19783,Pit Bull Terrier,Dog,PA
19784,Shepherd,Dog,PA
19785,Boxer,Dog,VA
19786,Pit Bull Terrier,Dog,PA
19787,Boxer,Dog,VA
19788,American Staffordshire Terrier,Dog,VA
19789,Border Collie,Dog,MD
19790,Husky,Dog,VA
19791,German Shepherd Dog,Dog,MD
19792,Boxer,Dog,MD
19793,Boxer,Dog,MD
19794,Boxer,Dog,MD
19795,Boxer,Dog,MD
19796,Terrier,Dog,WV
19797,Retriever,Dog,VA
19798,Retriever,Dog,MD
19799,Boxer,Dog,MD
19800,Pit Bull Terrier,Dog,MD
19801,Dogo Argentino,Dog,MD
19802,Pit Bull Terrier,Dog,PA
19803,Mixed Breed,Dog,MD
19804,Pointer,Dog,VA
19805,Chihuahua,Dog,PA
19806,Pekingese,Dog,PA
19807,Beagle,Dog,MD
19808,Pit Bull Terrier,Dog,MD
19809,American Bulldog,Dog,VA
19810,Labrador Retriever,Dog,VA
19811,Boxer,Dog,PA
19812,Pit Bull Terrier,Dog,MD
19813,Miniature Pinscher,Dog,PA
19814,Hound,Dog,PA
19815,Hound,Dog,PA
19816,American Staffordshire Terrier,Dog,VA
19817,Yellow Labrador Retriever,Dog,PA
19818,Beagle,Dog,DE
19819,Parson Russell Terrier,Dog,DE
19820,Chihuahua,Dog,PA
19821,Redbone Coonhound,Dog,MD
19822,Feist,Dog,MD
19823,Shepherd,Dog,VA
19824,Black and Tan Coonhound,Dog,VA
19825,Chihuahua,Dog,PA
19826,Chihuahua,Dog,PA
19827,Catahoula Leopard Dog,Dog,NJ
19828,American Staffordshire Terrier,Dog,VA
19829,Toy Fox Terrier,Dog,PA
19830,Poodle,Dog,VA
19831,Catahoula Leopard Dog,Dog,PA
19832,Pit Bull Terrier,Dog,MD
19833,Shar-Pei,Dog,DE
19834,Pit Bull Terrier,Dog,MD
19835,Labrador Retriever,Dog,VA
19836,Chihuahua,Dog,MD
19837,Pit Bull Terrier,Dog,MD
19838,German Shorthaired Pointer,Dog,PA
19839,Labrador Retriever,Dog,MD
19840,Pit Bull Terrier,Dog,DE
19841,Miniature Pinscher,Dog,PA
19842,Yellow Labrador Retriever,Dog,VA
19843,Chihuahua,Dog,VA
19844,Labrador Retriever,Dog,VA
19845,Alaskan Malamute,Dog,17325
19846,Pit Bull Terrier,Dog,MD
19847,Hound,Dog,WV
19848,Pit Bull Terrier,Dog,PA
19849,Chesapeake Bay Retriever,Dog,PA
19850,Labrador Retriever,Dog,VA
19851,Maltese,Dog,PA
19852,Spaniel,Dog,VA
19853,Pit Bull Terrier,Dog,VA
19854,Great Pyrenees,Dog,MD
19855,Pit Bull Terrier,Dog,VA
19856,Labrador Retriever,Dog,PA
19857,Pit Bull Terrier,Dog,MD
19858,Pit Bull Terrier,Dog,MD
19859,Collie,Dog,PA
19860,Ibizan Hound,Dog,VA
19861,Beagle,Dog,MD
19862,Boxer,Dog,MD
19863,Labrador Retriever,Dog,MD
19864,Shepherd,Dog,MD
19865,Labrador Retriever,Dog,VA
19866,Shepherd,Dog,VA
19867,Foxhound,Dog,MD
19868,Beagle,Dog,MD
19869,Hound,Dog,VA
19870,Hound,Dog,VA
19871,Alaskan Malamute,Dog,VA
19872,Hound,Dog,VA
19873,Basset Hound,Dog,VA
19874,American Staffordshire Terrier,Dog,MD
19875,Hound,Dog,VA
19876,Terrier,Dog,MD
19877,Pit Bull Terrier,Dog,MD
19878,Pointer,Dog,VA
19879,Cattle Dog,Dog,VA
19880,Beagle,Dog,MD
19881,Shih Tzu,Dog,MD
19882,Redbone Coonhound,Dog,PA
19883,American Bulldog,Dog,VA
19884,American Staffordshire Terrier,Dog,PA
19885,Pit Bull Terrier,Dog,VA
19886,Pit Bull Terrier,Dog,VA
19887,Carolina Dog,Dog,VA
19888,Pit Bull Terrier,Dog,VA
19889,Pit Bull Terrier,Dog,VA
19890,Boxer,Dog,VA
19891,Border Collie,Dog,MD
19892,Beagle,Dog,MD
19893,Mountain Cur,Dog,MD
19894,Akita,Dog,MD
19895,Pit Bull Terrier,Dog,PA
19896,Terrier,Dog,MD
19897,Bluetick Coonhound,Dog,PA
19898,Jack Russell Terrier,Dog,VA
19899,Labrador Retriever,Dog,PA
19900,Hound,Dog,VA
19901,Great Dane,Dog,MD
19902,Irish Wolfhound,Dog,PA
19903,Dachshund,Dog,DE
19904,Pit Bull Terrier,Dog,VA
19905,Shih Tzu,Dog,PA
19906,Pit Bull Terrier,Dog,MD
19907,Chihuahua,Dog,PA
19908,Wire Fox Terrier,Dog,NJ
19909,Pit Bull Terrier,Dog,VA
19910,Miniature Pinscher,Dog,PA
19911,Hound,Dog,VA
19912,Terrier,Dog,PA
19913,American Staffordshire Terrier,Dog,PA
19914,Pit Bull Terrier,Dog,MD
19915,Terrier,Dog,MD
19916,Plott Hound,Dog,MD
19917,Chihuahua,Dog,PA
19918,Beagle,Dog,VA
19919,Miniature Pinscher,Dog,PA
19920,American Staffordshire Terrier,Dog,VA
19921,Hound,Dog,VA
19922,Labrador Retriever,Dog,MD
19923,Feist,Dog,VA
19924,American Staffordshire Terrier,Dog,VA
19925,Boxer,Dog,VA
19926,Great Pyrenees,Dog,VA
19927,Terrier,Dog,MD
19928,Coonhound,Dog,MD
19929,Shepherd,Dog,VA
19930,Shepherd,Dog,VA
19931,Border Collie,Dog,WV
19932,American Staffordshire Terrier,Dog,PA
19933,Chihuahua,Dog,MD
19934,Pit Bull Terrier,Dog,MD
19935,American Staffordshire Terrier,Dog,MD
19936,Foxhound,Dog,PA
19937,Labrador Retriever,Dog,PA
19938,Pit Bull Terrier,Dog,VA
19939,Boxer,Dog,MD
19940,Pit Bull Terrier,Dog,MD
19941,Pit Bull Terrier,Dog,MD
19942,Pit Bull Terrier,Dog,VA
19943,German Shepherd Dog,Dog,MD
19944,Labrador Retriever,Dog,MD
19945,American Staffordshire Terrier,Dog,VA
19946,Pit Bull Terrier,Dog,MD
19947,Labrador Retriever,Dog,PA
19948,Labrador Retriever,Dog,MD
19949,Pit Bull Terrier,Dog,MD
19950,Boston Terrier,Dog,VA
19951,Boxer,Dog,VA
19952,Pit Bull Terrier,Dog,MD
19953,Pit Bull Terrier,Dog,MD
19954,Shepherd,Dog,VA
19955,Collie,Dog,PA
19956,Boxer,Dog,VA
19957,Pit Bull Terrier,Dog,MD
19958,Terrier,Dog,VA
19959,Pit Bull Terrier,Dog,PA
19960,Labrador Retriever,Dog,MD
19961,Pit Bull Terrier,Dog,MD
19962,Staffordshire Bull Terrier,Dog,MD
19963,Pit Bull Terrier,Dog,VA
19964,Cocker Spaniel,Dog,PA
19965,Hound,Dog,VA
19966,German Shepherd Dog,Dog,VA
19967,Corgi,Dog,PA
19968,Great Dane,Dog,PA
19969,Pit Bull Terrier,Dog,PA
19970,Boston Terrier,Dog,VA
19971,Treeing Walker Coonhound,Dog,VA
19972,Pit Bull Terrier,Dog,MD
19973,Pit Bull Terrier,Dog,MD
19974,Pit Bull Terrier,Dog,MD
19975,Foxhound,Dog,PA
19976,Labrador Retriever,Dog,PA
19977,American Staffordshire Terrier,Dog,PA
19978,Beagle,Dog,PA
19979,Labrador Retriever,Dog,MD
19980,Golden Retriever,Dog,MD
19981,Pit Bull Terrier,Dog,MD
19982,Pit Bull Terrier,Dog,PA
19983,Mixed Breed,Dog,PA
19984,Shepherd,Dog,PA
19985,Chihuahua,Dog,NJ
19986,Shepherd,Dog,PA
19987,Shepherd,Dog,PA
19988,Doberman Pinscher,Dog,PA
19989,Chihuahua,Dog,NJ
19990,Plott Hound,Dog,PA
19991,Mixed Breed,Dog,PA
19992,Shepherd,Dog,PA
19993,Shepherd,Dog,PA
19994,Pit Bull Terrier,Dog,PA
19995,Yorkshire Terrier,Dog,PA
19996,Terrier,Dog,PA
19997,Mixed Breed,Dog,PA
19998,Chihuahua,Dog,NJ
19999,Labrador Retriever,Dog,NJ
20000,Labrador Retriever,Dog,NJ
20001,Pit Bull Terrier,Dog,PA
20002,Mixed Breed,Dog,PA
20003,Mixed Breed,Dog,PA
20004,Mixed Breed,Dog,PA
20005,Shiba Inu,Dog,NJ
20006,Pit Bull Terrier,Dog,NJ
20007,Beagle,Dog,NJ
20008,Corgi,Dog,PA
20009,Australian Cattle Dog / Blue Heeler,Dog,PA
20010,Staffordshire Bull Terrier,Dog,PA
20011,Golden Retriever,Dog,NJ
20012,Labrador Retriever,Dog,NJ
20013,Labrador Retriever,Dog,NJ
20014,Labrador Retriever,Dog,NJ
20015,Black Mouth Cur,Dog,NJ
20016,Beauceron,Dog,NJ
20017,Jack Russell Terrier,Dog,NJ
20018,Labrador Retriever,Dog,NJ
20019,Pit Bull Terrier,Dog,NJ
20020,Mixed Breed,Dog,PA
20021,Mixed Breed,Dog,PA
20022,Mixed Breed,Dog,PA
20023,Chihuahua,Dog,NJ
20024,Chihuahua,Dog,NJ
20025,Dachshund,Dog,NJ
20026,Beagle,Dog,NJ
20027,Australian Cattle Dog / Blue Heeler,Dog,PA
20028,Pit Bull Terrier,Dog,NJ
20029,Irish Wolfhound,Dog,NJ
20030,Labrador Retriever,Dog,NJ
20031,Jack Russell Terrier,Dog,PA
20032,Yorkshire Terrier,Dog,PA
20033,Pit Bull Terrier,Dog,NJ
20034,Parson Russell Terrier,Dog,NJ
20035,Cane Corso,Dog,NJ
20036,Mixed Breed,Dog,PA
20037,Mixed Breed,Dog,PA
20038,Miniature Poodle,Dog,NJ
20039,Shih Tzu,Dog,PA
20040,Mixed Breed,Dog,PA
20041,Mixed Breed,Dog,PA
20042,Pit Bull Terrier,Dog,NJ
20043,Shih Tzu,Dog,PA
20044,American Bulldog,Dog,NJ
20045,Terrier,Dog,PA
20046,Cardigan Welsh Corgi,Dog,PA
20047,Yorkshire Terrier,Dog,PA
20048,Pit Bull Terrier,Dog,PA
20049,Yorkshire Terrier,Dog,PA
20050,Australian Cattle Dog / Blue Heeler,Dog,PA
20051,Labrador Retriever,Dog,PA
20052,German Shepherd Dog,Dog,PA
20053,American Staffordshire Terrier,Dog,NJ
20054,Rottweiler,Dog,PA
20055,Pit Bull Terrier,Dog,PA
20056,Pit Bull Terrier,Dog,PA
20057,Mixed Breed,Dog,PA
20058,Parson Russell Terrier,Dog,PA
20059,Mixed Breed,Dog,PA
20060,Mixed Breed,Dog,NJ
20061,American Bulldog,Dog,NJ
20062,Labrador Retriever,Dog,NJ
20063,Labrador Retriever,Dog,PA
20064,Labrador Retriever,Dog,PA
20065,Rottweiler,Dog,PA
20066,Cane Corso,Dog,NJ
20067,Flat-Coated Retriever,Dog,NJ
20068,Mixed Breed,Dog,NJ
20069,Golden Retriever,Dog,NJ
20070,Chihuahua,Dog,NJ
20071,English Coonhound,Dog,PA
20072,Belgian Shepherd / Malinois,Dog,PA
20073,Belgian Shepherd / Malinois,Dog,PA
20074,Rat Terrier,Dog,PA
20075,Chihuahua,Dog,PA
20076,Labrador Retriever,Dog,NJ
20077,Chihuahua,Dog,PA
20078,Chihuahua,Dog,PA
20079,Chihuahua,Dog,NJ
20080,Pit Bull Terrier,Dog,NJ
20081,Pit Bull Terrier,Dog,NJ
20082,Rat Terrier,Dog,NJ
20083,Chihuahua,Dog,NJ
20084,Terrier,Dog,NJ
20085,Shepherd,Dog,NJ
20086,Shepherd,Dog,NJ
20087,Chihuahua,Dog,NJ
20088,Terrier,Dog,NJ
20089,Boxer,Dog,PA
20090,Boxer,Dog,PA
20091,Miniature Pinscher,Dog,NJ
20092,Yorkshire Terrier,Dog,NJ
20093,Chihuahua,Dog,NJ
20094,Chihuahua,Dog,NJ
20095,Border Collie,Dog,NJ
20096,Labrador Retriever,Dog,PA
20097,Retriever,Dog,PA
20098,Retriever,Dog,PA
20099,Retriever,Dog,PA
20100,Retriever,Dog,PA
20101,Pit Bull Terrier,Dog,DC
20102,Retriever,Dog,PA
20103,Retriever,Dog,PA
20104,Retriever,Dog,PA
20105,Retriever,Dog,PA
20106,Retriever,Dog,PA
20107,Retriever,Dog,PA
20108,Pit Bull Terrier,Dog,PA
20109,Chihuahua,Dog,NJ
20110,Chihuahua,Dog,NJ
20111,Pit Bull Terrier,Dog,NJ
20112,Chihuahua,Dog,PA
20113,Pit Bull Terrier,Dog,PA
20114,Mixed Breed,Dog,PA
20115,Mixed Breed,Dog,PA
20116,Mixed Breed,Dog,PA
20117,Whippet,Dog,PA
20118,Mixed Breed,Dog,PA
20119,Mixed Breed,Dog,PA
20120,Mixed Breed,Dog,PA
20121,Pit Bull Terrier,Dog,PA
20122,Shiba Inu,Dog,PA
20123,Mixed Breed,Dog,PA
20124,Bichon Frise,Dog,PA
20125,Border Collie,Dog,PA
20126,Labrador Retriever,Dog,PA
20127,Chihuahua,Dog,NJ
20128,Shepherd,Dog,NJ
20129,Chihuahua,Dog,NJ
20130,Chihuahua,Dog,PA
20131,Great Dane,Dog,PA
20132,Labrador Retriever,Dog,PA
20133,Mixed Breed,Dog,PA
20134,Pit Bull Terrier,Dog,PA
20135,Pit Bull Terrier,Dog,PA
20136,Pit Bull Terrier,Dog,PA
20137,Pit Bull Terrier,Dog,PA
20138,Lhasa Apso,Dog,PA
20139,Pit Bull Terrier,Dog,PA
20140,Terrier,Dog,PA
20141,Terrier,Dog,PA
20142,Mixed Breed,Dog,PA
20143,Mixed Breed,Dog,PA
20144,Terrier,Dog,PA
20145,German Shepherd Dog,Dog,PA
20146,Mixed Breed,Dog,PA
20147,Tibetan Spaniel,Dog,PA
20148,Border Collie,Dog,PA
20149,Rat Terrier,Dog,PA
20150,Labrador Retriever,Dog,PA
20151,Shepherd,Dog,PA
20152,Labrador Retriever,Dog,NJ
20153,Poodle,Dog,NJ
20154,Labrador Retriever,Dog,NJ
20155,Shepherd,Dog,NJ
20156,Australian Cattle Dog / Blue Heeler,Dog,NJ
20157,Terrier,Dog,NJ
20158,Terrier,Dog,NJ
20159,Labrador Retriever,Dog,PA
20160,Border Collie,Dog,PA
20161,Border Collie,Dog,PA
20162,Border Collie,Dog,PA
20163,Labrador Retriever,Dog,PA
20164,Labrador Retriever,Dog,PA
20165,Labrador Retriever,Dog,PA
20166,Mixed Breed,Dog,PA
20167,Pit Bull Terrier,Dog,PA
20168,Mixed Breed,Dog,PA
20169,Mixed Breed,Dog,PA
20170,Basenji,Dog,DE
20171,Hound,Dog,PA
20172,Pit Bull Terrier,Dog,PA
20173,Hound,Dog,PA
20174,Hound,Dog,PA
20175,Pit Bull Terrier,Dog,NJ
20176,Black Mouth Cur,Dog,NJ
20177,American Staffordshire Terrier,Dog,NJ
20178,Mixed Breed,Dog,PA
20179,Mixed Breed,Dog,PA
20180,Border Collie,Dog,PA
20181,Shepherd,Dog,PA
20182,Shih Tzu,Dog,PA
20183,Belgian Shepherd / Sheepdog,Dog,PA
20184,Labrador Retriever,Dog,PA
20185,Hound,Dog,NJ
20186,Hound,Dog,NJ
20187,Hound,Dog,NJ
20188,Cattle Dog,Dog,PA
20189,American Hairless Terrier,Dog,PA
20190,Mixed Breed,Dog,PA
20191,Labrador Retriever,Dog,PA
20192,Pit Bull Terrier,Dog,PA
20193,Jack Russell Terrier,Dog,PA
20194,Terrier,Dog,PA
20195,Mixed Breed,Dog,PA
20196,Pit Bull Terrier,Dog,PA
20197,Terrier,Dog,PA
20198,Pit Bull Terrier,Dog,NJ
20199,Retriever,Dog,NJ
20200,Golden Retriever,Dog,NJ
20201,Terrier,Dog,NJ
20202,Terrier,Dog,NJ
20203,Terrier,Dog,NJ
20204,Labrador Retriever,Dog,NJ
20205,Pit Bull Terrier,Dog,PA
20206,Mixed Breed,Dog,PA
20207,Labrador Retriever,Dog,NJ
20208,Pit Bull Terrier,Dog,PA
20209,Labrador Retriever,Dog,NJ
